TECHNOLOGIES	c_inv	c_maint	lifetime	f_min	f	f_max	fmin_perc	f_perc	fmax_perc	c_p_actual	c_p	tau	gwp_constr
UNITS	[Meuro/GW]	[Meuro/(GW*y)]	[y]	[GW or GWh]	[GW or GWh]	[GW or GWh]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[-]	[ktCO2-eq./GW or GWh]
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.849000	0.025393	0.000000
CCGT	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
COAL_US	253140.227178	2987.661094	35.000000	0.000000	100.583961	1000.000000	0.000000	0.543563	1.000000	0.740515	0.868000	0.036934	33353.641574
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.856000	0.036934	0.000000
PV	46915.620000	583.209690	25.000000	53.926000	53.926000	543.928260	0.000000	0.047053	1.000000	0.119564	1.000000	0.048263	112243.194180
PT_POWER_BLOCK	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.048263	0.000000
ST_POWER_BLOCK	1687.795000	168.779500	25.000000	0.000000	33.755900	33.755900	0.000000	0.040029	1.000000	0.162496	1.000000	0.048263	0.000000
STIRLING_DISH	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.041639	0.000000
WIND_ONSHORE	224200.357056	623.018300	30.000000	58.138000	215.577266	215.577266	0.000000	0.337055	1.000000	0.214245	1.000000	0.041639	134272.300377
WIND_OFFSHORE	40105.498840	78.846360	30.000000	8.062000	8.062000	79.532600	0.000000	0.020768	1.000000	0.352998	1.000000	0.041639	5021.416700
HYDRO_DAM	6389.263635	31.943738	40.000000	1.521000	1.521000	1.532000	0.000000	0.000522	1.000000	0.047025	1.000000	0.033427	2574.870480
HYDRO_RIVER	21259.292610	212.574380	40.000000	4.214000	4.214000	4.224100	0.000000	0.011009	1.000000	0.357998	1.000000	0.033427	5321.523480
NEW_TIDAL_STREAM	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
TIDAL_STREAM	0.000000	0.000000	20.000000	0.000000	0.000000	1.400000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
TIDAL_RANGE	0.000000	0.000000	40.000000	0.000000	0.000000	1.400000	0.000000	0.000000	1.000000	0.000000	1.000000	0.033427	0.000000
WAVE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	2.700000	0.000000	0.000000	1.000000	0.000000	0.860000	0.041639	0.000000
IND_COGEN_GAS	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
IND_COGEN_WOOD	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
IND_COGEN_WASTE	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
IND_BOILER_GAS	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.067080	0.000000
IND_BOILER_WOOD	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.900000	0.067080	0.000000
IND_BOILER_OIL	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.067080	0.000000
IND_BOILER_COAL	6160.671992	123.213440	17.000000	0.000000	53.487655	1000.000000	0.000000	0.940803	1.000000	0.900000	0.900000	0.067080	2577.035240
IND_BOILER_WASTE	387.641176	7.752824	17.000000	0.000000	3.365545	1000.000000	0.000000	0.059197	1.000000	0.900000	0.900000	0.067080	97.163279
IND_DIRECT_ELEC	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.074944	0.000000
DHN_HP_ELEC	30848.468447	1073.332648	25.000000	0.000000	89.477903	1000.000000	0.000000	1.000000	1.000000	0.619072	0.950000	0.048263	15639.842621
DHN_COGEN_GAS	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
DHN_COGEN_WOOD	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
DHN_COGEN_WET_BIOMASS	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.750000	0.048263	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.074944	0.000000
DHN_COGEN_WASTE	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
DHN_BOILER_GAS	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.067080	0.000000
DHN_BOILER_WOOD	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.900000	0.067080	0.000000
DHN_BOILER_OIL	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.067080	0.000000
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.041639	0.000000
DHN_SOLAR	0.000000	0.000000	30.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.041639	0.000000
DEC_HP_ELEC	122746.819984	5251.400729	18.000000	0.000000	249.464895	1000.000000	0.000000	1.000000	1.000000	0.354624	1.000000	0.063806	41134.266533
DEC_THHP_GAS	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
DEC_COGEN_GAS	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_COGEN_OIL	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	-0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_ADVCOGEN_GAS	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_ADVCOGEN_H2	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_BOILER_GAS	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	-0.000000	1.000000	0.000000	1.000000	0.067080	0.000000
DEC_BOILER_WOOD	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.067080	0.000000
DEC_BOILER_OIL	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.067080	0.000000
DEC_SOLAR	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_DIRECT_ELEC	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	-0.000000	1.000000	0.000000	1.000000	0.074944	0.000000
BIG_SPLIT	15111.312927	607.904670	15.000000	0.000000	65.134970	1000.000000	0.000000	1.000000	1.000000	0.034582	1.000000	0.074944	0.000000
CHILLER_WC	1878.837341	75.153494	20.000000	0.000000	15.788549	1000.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
TRAMWAY_TROLLEY	53906.250067	1078.125001	30.000000	0.000000	86.250000	1000.000000	0.000000	0.300000	0.300000	0.342466	0.342466	0.041639	0.000000
BUS_COACH_DIESEL	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.296804	0.074944	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.296804	0.074944	0.000000
BUS_COACH_CNG_STOICH	141907.051264	7095.352564	15.000000	0.000000	232.211538	1000.000000	0.000000	0.700000	1.000000	0.296804	0.296804	0.074944	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.296804	0.074944	0.000000
TRAIN_PUB	0.000000	0.000000	40.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	0.500000	0.000000	0.275073	0.033427	0.000000
CAR_GASOLINE	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_DIESEL	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_NG	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_HEV	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_PHEV	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_BEV	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_FUEL_CELL	833316.948172	5151.673790	10.000000	0.000000	1916.666667	100000.000000	0.000000	1.000000	1.000000	0.051370	0.051370	0.108434	1506500.000402
TRAIN_FREIGHT	8971.038971	179.420779	40.000000	0.000000	85.916667	1000.000000	0.000000	1.000000	1.000000	0.342466	0.342466	0.033427	0.000000
BOAT_FREIGHT_DIESEL	16904.784939	845.239247	40.000000	0.000000	221.299003	1000.000000	0.000000	0.715483	1.000000	0.114155	0.114155	0.033427	0.000000
BOAT_FREIGHT_NG	6722.298424	336.114921	40.000000	0.000000	88.000998	1000.000000	0.000000	0.284517	1.000000	0.114155	0.114155	0.033427	0.000000
TRUCK_DIESEL	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.092593	0.074944	0.000000
TRUCK_FUEL_CELL	230068.355139	6902.050656	15.000000	0.000000	571.993148	1000.000000	0.000000	1.000000	1.000000	0.092593	0.092593	0.074944	0.000000
TRUCK_NG	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.092593	0.074944	0.000000
TRUCK_ELEC	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.092593	0.074944	0.000000
NON_ENERGY_OIL	0.000000	0.000000	1.000000	0.000000	0.000000	100000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	1.015000	0.000000
