TECHNOLOGIES	c_inv	c_maint	lifetime	f_min	f	f_max	fmin_perc	f_perc	fmax_perc	c_p_actual	c_p	tau	gwp_constr
UNITS	[Meuro/GW]	[Meuro/(GW*y)]	[y]	[GW or GWh]	[GW or GWh]	[GW or GWh]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[-]	[ktCO2-eq./GW or GWh]
DEC_ADVCOGEN_H2	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_BOILER_GAS	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.067080	0.000000
DEC_BOILER_WOOD	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.067080	0.000000
DEC_BOILER_OIL	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.067080	0.000000
DEC_SOLAR	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_DIRECT_ELEC	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.074944	0.000000
BIG_SPLIT	15390.314698	619.128479	15.000000	0.000000	66.337563	1000.000000	0.000000	1.000000	1.000000	0.072035	1.000000	0.074944	0.000000
CHILLER_WC	1018.835616	40.753425	20.000000	0.000000	8.561644	1000.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
TRAMWAY_TROLLEY	44875.000056	897.500001	30.000000	0.000000	71.800000	1000.000000	0.000000	0.300000	0.300000	0.342466	0.342466	0.041639	0.000000
BUS_COACH_DIESEL	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.296804	0.074944	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.296804	0.074944	0.000000
BUS_COACH_CNG_STOICH	118132.478618	5906.623932	15.000000	0.000000	193.307692	1000.000000	0.000000	0.700000	1.000000	0.296804	0.296804	0.074944	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.296804	0.074944	0.000000
TRAIN_PUB	0.000000	0.000000	40.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	0.500000	0.000000	0.275073	0.033427	0.000000
CAR_GASOLINE	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_DIESEL	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_NG	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_HEV	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_PHEV	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_BEV	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_FUEL_CELL	693706.166710	4288.581776	10.000000	0.000000	1595.555556	100000.000000	0.000000	1.000000	1.000000	0.051370	0.051370	0.108434	1254106.667001
TRAIN_FREIGHT	5290.389616	105.807792	40.000000	0.000000	50.666667	1000.000000	0.000000	1.000000	1.000000	0.342466	0.342466	0.033427	0.000000
BOAT_FREIGHT_DIESEL	13933.333351	696.666667	40.000000	0.000000	182.400000	1000.000000	0.000000	1.000000	1.000000	0.114155	0.114155	0.033427	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000	40.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.114155	0.033427	0.000000
TRUCK_DIESEL	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.092593	0.074944	0.000000
TRUCK_FUEL_CELL	135675.615834	4070.268476	15.000000	0.000000	337.315067	1000.000000	0.000000	1.000000	1.000000	0.092593	0.092593	0.074944	0.000000
TRUCK_NG	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.092593	0.074944	0.000000
TRUCK_ELEC	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.092593	0.074944	0.000000
NON_ENERGY_OIL	0.000000	0.000000	1.000000	0.000000	0.000000	100000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	1.015000	0.000000
NON_ENERGY_NG	0.000002	0.000000	1.000000	0.000000	20.108217	100000.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
DAM_STORAGE	0.000000	0.000000	1.000000	3699.000000	3700.000000	3700.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
PHS	10819.200000	0.000000	50.000000	184.000000	184.000000	1984.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.028572	1532.720000
BATT_LI	0.000000	0.000000	15.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.074944	0.000000
CAES	0.000000	0.000000	50.000000	0.000000	0.000000	10.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.028572	0.000000
BEV_BATT	0.000000	0.000000	1.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
PHEV_BATT	0.000000	0.000000	1.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
TS_DEC_HP_ELEC	1755.290806	12.287036	25.000000	0.000000	92.520980	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_DIRECT_ELEC	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DHN_DAILY	0.000000	0.000000	40.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.033427	0.000000
TS_DHN_SEASONAL	6163.846573	34.243592	25.000000	0.000000	11414.530691	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_THHP_GAS	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_COGEN_GAS	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_COGEN_OIL	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_ADVCOGEN_GAS	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_ADVCOGEN_H2	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_BOILER_GAS	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_BOILER_WOOD	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_BOILER_OIL	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_HIGH_TEMP	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
SEASONAL_NG	0.000000	0.000000	30.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.041639	0.000000
SEASONAL_H2	1216.495539	5.895778	20.000000	0.000000	196.525935	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
CO2_STORAGE	0.000000	0.000000	20.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
SLF_STO	6.710885	0.419562	20.000000	0.000000	1056.832361	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
PT_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
ST_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_COLD	11380.512907	136.566155	20.000000	0.000000	455.220516	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
EFFICIENCY	3270.935961	0.000000	1.000000	0.000000	0.985222	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
DHN	36395.862911	0.000000	60.000000	0.000000	44.069053	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.025393	0.000000
GRID	580552.721400	0.000000	80.000000	0.000000	1.300537	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.021548	0.000000
PT_COLLECTOR	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
ST_COLLECTOR	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
H2_ELECTROLYSIS	27291.236252	750.508997	15.000000	0.000000	39.200139	1000.000000	0.000000	-1.000000	1.000000	0.900000	0.900000	0.074944	0.000000
H2_NG	813.212673	76.917064	25.000000	0.000000	1.193718	1000.000000	0.000000	-1.000000	1.000000	0.860000	0.860000	0.048263	0.000000
H2_BIOMASS	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.860000	0.860000	0.048263	0.000000
GASIFICATION_SNG	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.048263	0.000000
PYROLYSIS	3523.344951	176.156203	25.000000	0.000000	2.621112	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.048263	0.000000
ATM_CCS	0.000000	0.000000	40.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.033427	0.000000
INDUSTRY_CCS	0.000000	0.000000	40.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.033427	0.000000
SYN_METHANOLATION	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.950000	0.950000	0.058246	0.000000
SYN_METHANATION	0.000000	0.000000	40.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.033427	0.000000
BIOMETHANATION	6845.896829	94.831880	20.000000	0.000000	6.942767	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.058246	0.000000
BIO_HYDROLYSIS	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.074944	0.000000
METHANE_TO_METHANOL	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.048263	0.000000
SLF_TO_DIESEL	0.000000	0.000000	1.000000	0.000000	2.227945	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
SLF_TO_GASOLINE	0.000000	0.000000	1.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
SLF_TO_LFO	0.000000	0.000000	1.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
