TECHNOLOGIES	c_inv	c_maint	lifetime	f_min	f	f_max	fmin_perc	f_perc	fmax_perc	c_p_actual	c_p	tau	gwp_constr
UNITS	[Meuro/GW]	[Meuro/(GW*y)]	[y]	[GW or GWh]	[GW or GWh]	[GW or GWh]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[-]	[ktCO2-eq./GW or GWh]
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.849000	0.025393	0.000000
CCGT	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.036934	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.856000	0.036934	0.000000
PV	522.870000	6.499815	25.000000	0.601000	0.601000	144.609670	0.000000	0.000534	1.000000	0.080746	1.000000	0.048263	1250.939430
PT_POWER_BLOCK	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.048263	0.000000
ST_POWER_BLOCK	0.000000	0.000000	25.000000	0.000000	0.000000	8.661900	0.000000	0.000000	1.000000	0.000000	1.000000	0.048263	0.000000
STIRLING_DISH	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.041639	0.000000
WIND_ONSHORE	342614.792000	952.073797	30.000000	9.067000	329.437300	329.437300	0.000000	0.902507	1.000000	0.248840	1.000000	0.041639	205190.022305
WIND_OFFSHORE	6322.759740	12.430380	30.000000	1.271000	1.271000	138.661900	0.000000	0.006763	1.000000	0.483316	1.000000	0.041639	791.642350
HYDRO_DAM	67072.565723	335.335741	40.000000	15.956000	15.967000	15.967000	0.000000	0.090196	1.000000	0.513104	1.000000	0.033427	27030.214960
HYDRO_RIVER	35.314440	0.353114	40.000000	0.007000	0.007000	0.009000	0.000000	0.000000	1.000000	0.000000	1.000000	0.033427	8.839740
NEW_TIDAL_STREAM	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
TIDAL_STREAM	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
TIDAL_RANGE	0.000000	0.000000	40.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.033427	0.000000
WAVE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	1.500000	0.000000	0.000000	1.000000	0.000000	0.860000	0.041639	0.000000
IND_COGEN_GAS	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
IND_COGEN_WOOD	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
IND_COGEN_WASTE	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
IND_BOILER_GAS	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.067080	0.000000
IND_BOILER_WOOD	791.455356	15.829107	17.000000	0.000000	6.871505	1000.000000	0.000000	0.567107	1.000000	0.771914	0.900000	0.067080	198.380363
IND_BOILER_OIL	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.067080	0.000000
IND_BOILER_COAL	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.900000	0.067080	0.000000
IND_BOILER_WASTE	309.253446	6.185069	17.000000	0.000000	2.684974	1000.000000	0.000000	0.214983	1.000000	0.748895	0.900000	0.067080	77.515188
IND_DIRECT_ELEC	3126.805069	14.184318	15.000000	0.000000	9.408343	1000.000000	0.000000	0.217910	1.000000	0.216631	0.950000	0.074944	13.830265
DHN_HP_ELEC	4055.224660	141.096309	25.000000	0.000000	11.762432	1000.000000	0.000000	1.000000	1.000000	0.649897	0.950000	0.048263	2055.955406
DHN_COGEN_GAS	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
DHN_COGEN_WOOD	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
DHN_COGEN_WET_BIOMASS	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.750000	0.048263	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.074944	0.000000
DHN_COGEN_WASTE	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
DHN_BOILER_GAS	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.067080	0.000000
DHN_BOILER_WOOD	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.900000	0.067080	0.000000
DHN_BOILER_OIL	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.067080	0.000000
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.041639	0.000000
DHN_SOLAR	0.000000	0.000000	30.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.041639	0.000000
DEC_HP_ELEC	12441.372155	532.271474	18.000000	0.000000	25.285263	1000.000000	0.000000	1.000000	1.000000	0.486558	1.000000	0.063806	4169.286979
DEC_THHP_GAS	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
DEC_COGEN_GAS	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_COGEN_OIL	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_ADVCOGEN_GAS	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_ADVCOGEN_H2	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_BOILER_GAS	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.067080	0.000000
DEC_BOILER_WOOD	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.067080	0.000000
DEC_BOILER_OIL	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.067080	0.000000
DEC_SOLAR	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	-0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_DIRECT_ELEC	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.074944	0.000000
BIG_SPLIT	4581.818976	184.319468	15.000000	0.000000	19.749220	1000.000000	0.000000	1.000000	1.000000	0.066368	1.000000	0.074944	0.000000
CHILLER_WC	366.608978	14.664359	20.000000	0.000000	3.080748	1000.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
TRAMWAY_TROLLEY	9250.000011	185.000000	30.000000	0.000000	14.800000	1000.000000	0.000000	0.300000	0.300000	0.342466	0.342466	0.041639	0.000000
BUS_COACH_DIESEL	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.296804	0.074944	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.296804	0.074944	0.000000
