TECHNOLOGIES	c_inv	c_maint	lifetime	f_min	f	f_max	fmin_perc	f_perc	fmax_perc	c_p_actual	c_p	tau	gwp_constr
UNITS	[Meuro/GW]	[Meuro/(GW*y)]	[y]	[GW or GWh]	[GW or GWh]	[GW or GWh]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[-]	[ktCO2-eq./GW or GWh]
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.849000	0.025393	0.000000
CCGT	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
COAL_US	77670.745390	916.700861	35.000000	0.000000	30.862069	1000.000000	0.000000	0.237688	1.000000	0.738143	0.868000	0.036934	10233.862201
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.856000	0.036934	0.000000
PV	53313.510586	662.742088	25.000000	7.770000	61.279897	424.999900	0.000000	0.101682	1.000000	0.159032	1.000000	0.048263	127549.816481
PT_POWER_BLOCK	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.048263	0.000000
ST_POWER_BLOCK	860.451000	86.045100	25.000000	0.000000	17.209020	17.209020	0.000000	0.102986	1.000000	0.573564	1.000000	0.048263	0.000000
STIRLING_DISH	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.041639	0.000000
WIND_ONSHORE	231472.800000	643.227300	30.000000	11.220000	222.570000	222.570000	0.000000	0.442007	1.000000	0.190336	1.000000	0.041639	138627.724500
WIND_OFFSHORE	0.000000	0.000000	30.000000	0.000000	0.000000	128.722000	0.000000	0.000000	1.000000	0.000000	1.000000	0.041639	0.000000
HYDRO_DAM	68411.233616	333.130552	40.000000	15.420000	15.862000	15.862000	0.000000	0.031584	1.000000	0.190837	1.000000	0.033427	26852.462560
HYDRO_RIVER	99541.315257	995.326313	40.000000	19.731000	19.731000	20.582000	0.000000	0.076256	1.000000	0.370411	1.000000	0.033427	24916.701420
NEW_TIDAL_STREAM	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
TIDAL_STREAM	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
TIDAL_RANGE	0.000000	0.000000	40.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.033427	0.000000
WAVE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
GEOTHERMAL	7685.269430	123.634368	30.000000	0.869000	0.869000	2.300000	0.000000	0.007798	1.000000	0.860000	0.860000	0.041639	21663.379210
IND_COGEN_GAS	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
IND_COGEN_WOOD	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
IND_COGEN_WASTE	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
IND_BOILER_GAS	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.067080	0.000000
IND_BOILER_WOOD	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.900000	0.067080	0.000000
IND_BOILER_OIL	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.067080	0.000000
IND_BOILER_COAL	2041.753166	40.835063	17.000000	0.000000	17.726733	1000.000000	0.000000	0.699083	1.000000	0.900000	0.900000	0.067080	854.074014
IND_BOILER_WASTE	878.861070	17.577221	17.000000	0.000000	7.630372	1000.000000	0.000000	0.300917	1.000000	0.900000	0.900000	0.067080	220.288835
IND_DIRECT_ELEC	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.074944	0.000000
DHN_HP_ELEC	18192.759437	632.993586	25.000000	0.000000	52.769231	1000.000000	0.000000	0.944681	1.000000	0.527134	0.950000	0.048263	9223.533898
DHN_COGEN_GAS	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
DHN_COGEN_WOOD	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
DHN_COGEN_WET_BIOMASS	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.750000	0.048263	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.074944	0.000000
DHN_COGEN_WASTE	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
DHN_BOILER_GAS	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.067080	0.000000
DHN_BOILER_WOOD	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.900000	0.067080	0.000000
DHN_BOILER_OIL	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.067080	0.000000
DHN_DEEP_GEO	2874.478725	109.306844	30.000000	0.000000	1.916319	20.000000	0.000000	0.055319	1.000000	0.850000	0.850000	0.041639	1549.842276
DHN_SOLAR	0.000000	0.000000	30.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.041639	0.000000
DEC_HP_ELEC	66680.191055	2852.737072	18.000000	0.000000	135.517701	1000.000000	0.000000	1.000000	1.000000	0.357651	1.000000	0.063806	22345.513731
DEC_THHP_GAS	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
DEC_COGEN_GAS	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_COGEN_OIL	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_ADVCOGEN_GAS	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_ADVCOGEN_H2	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_BOILER_GAS	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.067080	0.000000
DEC_BOILER_WOOD	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.067080	0.000000
DEC_BOILER_OIL	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.067080	0.000000
DEC_SOLAR	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	-0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_DIRECT_ELEC	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.074944	0.000000
BIG_SPLIT	19976.392506	803.619273	15.000000	0.000000	86.105140	1000.000000	0.000000	1.000000	1.000000	0.132947	1.000000	0.074944	0.000000
